ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,VH_pI,VL_pI,VH_Charge_at_Buffer_pH,VL_Charge_at_Buffer_pH,Fv_Charge_at_Buffer_pH,Whole_Antibody_Charge_at_Buffer_pH
403,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Acetate,5,20,none,0,none,0,none,0,none,0,1.4,1.5,1.65,1.65,1.65,1.65,1.6,,,,,,34.659
404,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Acetate,5,20,none,0,Sucrose,0.25,tween-80,0.05,Arginine,25,1.4,1.5,2.11,2.11,2.11,2.11,2.1,,,,,,34.659
405,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,PBS,7.4,10,NaCl,140,Sucrose,0.2,none,0,none,0,1.4,1.5,5.69,5.69,5.69,5.23,2.4,,,,,,-2.156
406,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,PBS,7.4,10,NaCl,140,none,0,none,0,Arginine,25,1.4,1.5,6.79,6.79,5.99,5.51,3,,,,,,-2.156
407,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,PBS,7.4,10,NaCl,140,Sucrose,0.2,none,0,Arginine,25,1.4,1.5,7.66,7.66,7.66,6.43,2.2,,,,,,-2.156
408,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.4,1.5,1.51,1.51,1.51,1.51,1.5,,,,,,-2.156
409,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,PBS,7.4,10,NaCl,140,none,0,tween-80,0.05,none,0,1.4,1.5,1.66,1.66,1.66,1.66,1,,,,,,-2.156
410,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,134,25,Histidine,6.2,12.5,none,0,none,0,none,0,none,0,1.4,1.5,67.51,65.55,55.77,34.2,8.1,,,,,,8.627
411,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Histidine,6.1,14.5,none,0,none,0,none,0,none,0,1.4,1.5,4.09,4.09,4.09,3.76,2.15,,,,,,10.229
412,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Histidine,6,29.5,none,0,none,0,none,0,none,0,1.4,1.5,6.99,4.99,4.39,3.5,2.1,,,,,,11.912
413,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Histidine,6.1,14.5,NaCl,140,none,0,none,0,none,0,1.4,1.5,5.83,5.83,5.19,4.5,1.35,,,,,,10.229
414,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,55,25,Histidine,6,29.5,none,0,none,0,none,0,Lysine,25,1.4,1.5,6.56,6.56,4.99,4.59,1,,,,,,11.912
415,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Histidine,6,30,none,0,none,0,none,0,none,0,1.4,1.5,1.1,1.1,1.1,0.9,0.9,,,,,,11.912
416,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Histidine,6,30,none,0,none,0,none,0,Arginine,25,1.4,1.5,1.21,1.21,1.21,1.1,1,,,,,,11.912
417,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,20,25,Histidine,6,30,none,0,none,0,tween-80,0.05,Arginine,25,1.4,1.5,1.84,1.84,1.84,1.38,1.12,,,,,,11.912
418,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,100,25,Histidine,6.2,12.5,none,0,none,0,none,0,none,0,1.4,1.5,24.96,19.96,18.98,11.94,4.3,,,,,,8.627
419,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,120,25,Histidine,6.2,12.5,none,0,none,0,none,0,none,0,1.4,1.5,47.93,39.94,32.95,22.97,6,,,,,,8.627
420,Etanercept,Fc-Fusion,4.5,150,7.4,0.6,150,25,Histidine,6.2,12.5,none,0,none,0,none,0,none,0,1.4,1.5,95.45,95.45,85.9,52.69,10.5,,,,,,8.627
421,Belatacept,Fc-Fusion,4.5,90,5.6,0.5,110,25,Histidine,5.8,20,none,0,none,0,none,0,none,0,1.4,1.5,7.29,7.29,7.29,6.43,3.2,,,,,,-3.005
422,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,74,25,Histidine,6.1,13.7,none,0,none,0,none,0,none,0,1.3,1.1,5.63,5,4.75,4.14,2,8.554,6.997,2.101,0.995,3.096,13.396
423,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,150,25,Histidine,6.2,11.7,none,0,none,0,none,0,none,0,1.3,1.1,24.5,20.08,17.57,13.97,8.3,8.554,6.997,2.061,0.845,2.905,11.708
424,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12.7,none,0,none,0,none,0,none,0,1.3,1.1,26.42,19.7,15.54,10.58,2.2,8.554,6.997,2.061,0.845,2.905,11.708
425,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,214,25,Histidine,6.3,11.2,none,0,none,0,none,0,none,0,1.3,1.1,38.1,38.1,38.1,35.05,14,8.554,6.997,2.025,0.705,2.730,10.161
426,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,49,25,Histidine,6.1,13.9,none,0,none,0,none,0,none,0,1.3,1.1,1.63,1.63,1.5,1.5,1.5,8.554,6.997,2.101,0.995,3.096,13.396
427,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,none,0,none,0,none,0,1.3,1.1,5.75,5.63,5.13,4.14,2.5,8.554,6.997,2.101,0.995,3.096,13.396
428,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,none,0,none,0,none,0,1.3,1.1,4.25,3.38,2.88,2.19,1.1,8.554,6.997,2.101,0.995,3.096,13.396
429,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,Sucrose,0.4,none,0,none,0,1.3,1.1,6.75,5,4.38,3.45,1.9,8.554,6.997,2.101,0.995,3.096,13.396
430,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,none,0,tween-80,0.05,none,0,1.3,1.1,5,4,3.5,2.76,1.6,8.554,6.997,2.101,0.995,3.096,13.396
431,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,Sucrose,0.4,none,0,none,0,1.3,1.1,3.75,3.25,3,2.65,2.3,8.554,6.997,2.101,0.995,3.096,13.396
432,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,99,25,Histidine,6.1,12.8,none,0,none,0,none,0,Arginine,250,1.3,1.1,6.63,6.25,6.25,5.75,5.2,8.554,6.997,2.101,0.995,3.096,13.396
433,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,Sucrose,0.4,none,0,Arginine,250,1.3,1.1,7.25,6.25,5.63,4.72,3.2,8.554,6.997,2.101,0.995,3.096,13.396
434,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,Sucrose,0.4,none,0,Proline,75,1.3,1.1,6.38,5.13,4.5,3.68,2.2,8.554,6.997,2.101,0.995,3.096,13.396
435,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,none,0,Sucrose,0.4,none,0,Proline,250,1.3,1.1,4.63,3.5,3,2.3,1.9,8.554,6.997,2.101,0.995,3.096,13.396
436,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80,25,Histidine,6.1,13.3,NaCl,140,Sucrose,0.4,none,0,Proline,250,1.3,1.1,7,5.5,4.63,3.57,2,8.554,6.997,2.101,0.995,3.096,13.396
437,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,99,25,Histidine,6,12.8,NaCl,140,Sucrose,0.4,none,0,Proline,250,1.3,1.1,5.13,4,3.5,2.88,2,8.554,6.997,2.145,1.156,3.301,15.219
438,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,none,0,Sucrose,0.4,tween-80,0.05,none,0,1.3,1.1,7.09,6.36,6,5.07,3.8,8.554,6.997,2.061,0.845,2.905,11.708
439,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,NaCl,140,none,0,none,0,none,0,1.3,1.1,7.58,6.73,5.87,4.73,2.8,8.554,6.997,2.061,0.845,2.905,11.708
440,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,none,0,none,0,none,0,Arginine,25,1.3,1.1,9.3,7.34,6.12,4.73,2.4,8.554,6.997,2.061,0.845,2.905,11.708
441,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,none,0,none,0,none,0,Arginine,100,1.3,1.1,5.87,5.51,5.14,4.5,3.6,8.554,6.997,2.061,0.845,2.905,11.708
442,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,135,25,Histidine,6.2,12,NaCl,140,none,0,none,0,Arginine,100,1.3,1.1,6.73,5.87,5.51,4.73,3.7,8.554,6.997,2.061,0.845,2.905,11.708
443,none,None,0,0,0,0,0,25,Histidine,6,15,none,0,none,0,none,0,none,0,0,0,1,1,1,1,1,,,,,,
444,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,none,0,1,1,10.09,8.56,7.71,7.09,1.35,5.184,9.429,-2.286,4.986,2.700,19.323
445,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,NaCl,140,none,0,none,0,none,0,1,1,7.34,6.24,5.63,4.73,3,5.184,9.429,-2.286,4.986,2.700,19.323
446,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,Sucrose,0.4,none,0,none,0,1,1,8.2,8.2,8.2,7.54,1.4,5.184,9.429,-2.286,4.986,2.700,19.323
447,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,tween-80,0.05,none,0,1,1,7.95,7.22,7.22,6.64,2.7,5.184,9.429,-2.286,4.986,2.700,19.323
448,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Arginine,25,1,1,11.14,8.56,7.47,5.97,3.6,5.184,9.429,-2.286,4.986,2.700,19.323
449,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Arginine,100,1,1,5.02,4.16,3.91,3.38,2.6,5.184,9.429,-2.286,4.986,2.700,19.323
450,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,NaCl,140,none,0,none,0,Arginine,100,1,1,9.05,6.36,5.51,4.39,2.6,5.184,9.429,-2.286,4.986,2.700,19.323
451,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,Sucrose,0.4,none,0,Arginine,100,1,1,3.91,3.8,3.8,3.49,2.2,5.184,9.429,-2.286,4.986,2.700,19.323
452,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Arginine,250,1,1,3.67,3.67,3.67,3.5,3.45,5.184,9.429,-2.286,4.986,2.700,19.323
453,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,tween-80,0.05,Arginine,100,1,1,3.8,3.42,3.31,2.93,2.6,5.184,9.429,-2.286,4.986,2.700,19.323
454,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Lysine,25,1,1,3.55,3.55,3.55,3.27,2.3,5.184,9.429,-2.286,4.986,2.700,19.323
455,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Lysine,100,1,1,5.63,5.63,5.63,5.18,2.6,5.184,9.429,-2.286,4.986,2.700,19.323
456,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,NaCl,140,none,0,none,0,Lysine,100,1,1,6.49,5.14,4.4,3.6,2.2,5.184,9.429,-2.286,4.986,2.700,19.323
457,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,Sucrose,0.4,none,0,Lysine,100,1,1,6.24,5.26,4.65,3.83,2.6,5.184,9.429,-2.286,4.986,2.700,19.323
458,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,tween-80,0.05,Lysine,100,1,1,5.14,4.89,4.89,4.89,4.89,5.184,9.429,-2.286,4.986,2.700,19.323
459,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Lysine,250,1,1,2.45,2.08,1.96,1.69,1.5,5.184,9.429,-2.286,4.986,2.700,19.323
460,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Proline,25,1,1,4.77,4.77,4.65,4.28,3.8,5.184,9.429,-2.286,4.986,2.700,19.323
461,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Proline,100,1,1,5.51,4.16,3.8,3.27,2.4,5.184,9.429,-2.286,4.986,2.700,19.323
462,Adalimumab,mAb_IgG1,3,148,8.7,0.3,135,25,Histidine,6.3,12.5,none,0,none,0,none,0,Proline,250,1,1,3.42,2.57,2.08,1.69,1.5,5.184,9.429,-2.286,4.986,2.700,19.323
463,Vudalimab,Bispecific,5,152,8.7,0.3,240,25,Histidine,6.5,10,none,0,none,0,none,0,none,0,1.5,1.3,13.66,9.24,8.09,6.48,4.6,,,,,,17.259
464,Vudalimab,Bispecific,5,152,8.7,0.3,145,25,Histidine,6.3,12,none,0,none,0,none,0,none,0,1.5,1.3,4.34,4.09,4.09,4.09,4,,,,,,19.859
465,Vudalimab,Bispecific,5,152,8.7,0.3,80,25,Histidine,6.2,13.5,none,0,none,0,none,0,none,0,1.5,1.3,4.13,2.88,2.5,2.07,1.3,,,,,,21.337
466,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,none,0,none,0,none,0,none,0,1.5,1.3,3.38,3.25,3.13,2.76,2.3,,,,,,21.337
467,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,NaCl,140,none,0,none,0,none,0,1.5,1.3,1.5,1.5,1.5,1.5,1.5,,,,,,21.337
468,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,none,0,Sucrose,0.4,none,0,none,0,1.5,1.3,2.88,2.38,1.88,1.38,1,,,,,,21.337
469,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,none,0,none,0,tween-80,0.05,none,0,1.5,1.3,2.63,2.63,2.5,2.19,1.9,,,,,,21.337
470,Vudalimab,Bispecific,5,152,8.7,0.3,100,25,Histidine,6.2,13,NaCl,140,Sucrose,0.4,none,0,none,0,1.5,1.3,3.13,2.38,2.13,1.84,1.3,,,,,,21.337
471,Vudalimab,Bispecific,5,152,8.7,0.3,145,25,Histidine,6.3,12,none,0,none,0,none,0,Arginine,100,1.5,1.3,7.71,5.18,4.7,3.88,2.7,,,,,,19.859
472,Vudalimab,Bispecific,5,152,8.7,0.3,145,25,Histidine,6.3,12,none,0,none,0,none,0,Arginine,200,1.5,1.3,6.02,5.06,4.82,4.33,3.7,,,,,,19.859
473,Vudalimab,Bispecific,5,152,8.7,0.3,276,25,Acetate,5.5,54,none,0,none,0,none,0,none,0,1.5,1.3,10.32,8.52,7.92,6.73,6.1,,,,,,34.24
474,Vudalimab,Bispecific,5,152,8.7,0.3,138,25,Acetate,5.4,37,none,0,none,0,none,0,none,0,1.5,1.3,3.05,2.43,2.43,2.43,2.43,,,,,,36.561
475,Vudalimab,Bispecific,5,152,8.7,0.3,69,25,Acetate,5.2,28,none,0,none,0,none,0,none,0,1.5,1.3,1.38,1.25,1.25,1.13,1,,,,,,41.933
476,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,NaCl,175,none,0,none,0,none,0,1.5,1.3,3.23,2.99,2.99,2.75,2.5,,,,,,36.561
477,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,none,0,Sucrose,0.5,none,0,none,0,1.5,1.3,9.08,7.29,6.69,5.72,4.3,,,,,,36.561
478,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,none,0,none,0,tween-80,0.0625,none,0,1.5,1.3,4.06,3.71,3.59,3.19,2.8,,,,,,36.561
479,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Acetate,5.4,41,NaCl,175,Sucrose,0.5,none,0,none,0,1.5,1.3,12.55,8.84,7.89,6.38,4,,,,,,36.561
480,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Histidine,6.3,12,none,0,none,0,none,0,none,0,1.5,1.3,5.02,4.54,4.43,4.07,3.7,,,,,,19.859
481,Vudalimab,Bispecific,5,152,8.7,0.3,50,25,Histidine,6.2,14,none,0,none,0,none,0,none,0,1.5,1.3,2,2,1.63,1.5,1.4,,,,,,21.337
482,Vudalimab,Bispecific,5,152,8.7,0.3,50,25,Histidine,6.2,14,none,0,Sucrose,0.4,none,0,none,0,1.5,1.3,2.38,1.88,1.75,1.5,1.3,,,,,,21.337
483,Vudalimab,Bispecific,5,152,8.7,0.3,50,25,Histidine,6.2,14,none,0,Sucrose,0.8,none,0,none,0,1.5,1.3,1.5,1.5,1.38,1.27,1.2,,,,,,21.337
484,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Histidine,6.3,12,NaCl,140,Sucrose,0.8,none,0,none,0,1.5,1.3,4.06,3.59,3.47,3.08,2.7,,,,,,19.859
485,Vudalimab,Bispecific,5,152,8.7,0.3,150,25,Histidine,6.3,12,none,0,Sucrose,0.4,none,0,none,0,1.5,1.3,3.47,3.47,3.47,3.19,2.5,,,,,,19.859
486,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,12,25.75,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.48,1.48,1.43,1.32,1.05,8.640,8.067,1.524,0.604,2.128,2.161
487,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,53,25.25,PBS,7.4,10,NaCl,140,none,0,none,0,Arginine,5,1.3,1.1,2.91,2.76,2.54,2.39,2.17,8.640,8.067,1.524,0.604,2.128,2.161
488,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,82,25.68,Histidine,6.1,13.7,none,0,none,0,none,0,Arginine,25,1.3,1.1,3.04,3.02,2.75,2.51,2,8.640,8.067,2.520,1.111,3.630,14.465
489,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,69,26.04,PBS,7.4,10,NaCl,140,none,0,none,0,Arginine,25,1.3,1.1,2.57,2.47,2.38,2.32,2.21,8.640,8.067,1.524,0.604,2.128,2.161
490,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,119,26.14,Histidine,6.2,13.3,none,0,none,0,none,0,Lysine,125,1.3,1.1,3.27,3.21,2.95,2.6,1.78,8.640,8.067,2.427,1.076,3.503,12.903
491,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,148,25.69,Histidine,6.2,13,none,0,none,0,none,0,Lysine,25,1.3,1.1,2.84,2.63,2.19,1.88,1.41,8.640,8.067,2.427,1.076,3.503,12.903
492,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,335,25.21,Histidine,6.4,10,none,0,none,0,none,0,none,0,1.3,1.1,80.94,82.33,84.54,84.16,28.59806776,8.640,8.067,2.260,1.015,3.275,10.175
493,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,168,25.25,Histidine,6.3,12.5,none,0,none,0,none,0,none,0,1.3,1.1,4.21,4.29,4.21,3.74,1.86,8.640,8.067,2.341,1.044,3.385,11.472
494,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,55,25.64,Histidine,6.1,14,none,0,none,0,none,0,none,0,1.3,1.1,1.72,1.72,1.43,1.31,1.13,8.640,8.067,2.520,1.111,3.630,14.465
495,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,122,24.47,Histidine,6.2,13.3,none,0,none,0,none,0,none,0,1.3,1.1,2.99,3,2.8,2.86,1.8,8.640,8.067,2.427,1.076,3.503,12.903
496,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,26,26,Histidine,6,14.5,none,0,none,0,none,0,none,0,1.3,1.1,1.04,1.04,1.02,1.01,1.012889038,8.640,8.067,2.618,1.152,3.770,16.156
497,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,321,26.03,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,48.8,39.47,32.61,25.94,15.15546568,8.640,8.067,1.524,0.604,2.128,2.161
498,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,172,25.77,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,4.58,4.51,4.5,4.48,3.281140482,8.640,8.067,1.524,0.604,2.128,2.161
499,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,99,25.85,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,2.37,2.39,2.26,2.01,1.45,8.640,8.067,1.524,0.604,2.128,2.161
500,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,25,25.73,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.31,1.31,1.33,1.34,1.25,8.640,8.067,1.524,0.604,2.128,2.161
501,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,51,25.72,PBS,7.4,10,NaCl,140,none,0,none,0,none,0,1.3,1.1,1.52,1.52,1.3,1.24,1.251822889,8.640,8.067,1.524,0.604,2.128,2.161
502,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,240,25.29,Histidine,6.3,11,none,0,none,0,none,0,none,0,1.3,1.1,22.61,19.48,17.89,14.34,6.072965624,8.640,8.067,2.341,1.044,3.385,11.472
503,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,215,25.29,Histidine,6,14.3,NaCl,85,Sucrose,0.2,tween-80,0.05,Lysine,23,1.3,1.1,20.17,17.04,14.26,11.65,6.7,8.640,8.067,2.618,1.152,3.770,16.156
504,Nivolumab,mAb_IgG4,3.5,146,8.1,0.3,189,25,Histidine,6.1,13.3,none,0,none,0,none,0,Arginine,21,1.3,1.1,11.19,10.92,11.22,11.37,5,8.640,8.067,2.520,1.111,3.630,14.465
511,poly-hIgG,Polyclonal,3,150,7.6,1,83,25.001,Histidine,6.1,14,None,0,Sucrose,0.25,None,0,None,0,0.9,0.9,4.15,4.24,4.22,3.89,1.72,,,,,,11.960
510,poly-hIgG,Polyclonal,3,150,7.6,1,242,25.655,Histidine,6.3,11,None,0,Sucrose,0.25,None,0,None,0,0.9,0.9,24.62,25.43,26.23,23.52,6.111796504,,,,,,8.319
506,poly-hIgG,Polyclonal,3,150,7.6,1,187,25.21636364,Histidine,6.3,12,None,0,None,0,None,0,None,0,0.9,0.9,11.33,9.34,9.7,10.07,2.731368301,,,,,,8.319
508,poly-hIgG,Polyclonal,3,150,7.6,1,51,25.475,Histidine,6,15,None,0,None,0,None,0,None,0,0.9,0.9,1.72,1.72,1.42,1.44,1.14,,,,,,13.941
515,poly-hIgG,Polyclonal,3,150,7.6,1,159,25.251,Histidine,6.3,12,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,6.33,5.37,5.12,5.12,3.004706129,,,,,,8.319
517,poly-hIgG,Polyclonal,3,150,7.6,1,296,25.56857143,Histidine,6.4,10,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,69.22,61.56,56.62,50.81,18.94786899,,,,,,6.692
514,poly-hIgG,Polyclonal,3,150,7.6,1,55,25.72272727,Histidine,6,15,None,0,Sucrose,0.5,None,0,None,0,0.9,0.9,5.25,5.13,5.3,5.46,2.16,,,,,,13.941
518,poly-hIgG,Polyclonal,3,150,7.6,1,63,25.244,Histidine,6,15,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,1.82,1.82,1.6,1.6,1.6,,,,,,13.941
509,poly-hIgG,Polyclonal,3,150,7.6,1,172,24.80181818,Histidine,6.2,12.5,None,0,Sucrose,0.25,None,0,None,0,0.9,0.9,13.5,11.02,11.39,11.72,3.289451971,,,,,,10.081
512,poly-hIgG,Polyclonal,3,150,7.6,1,169,25.24636364,Histidine,6.2,12.5,None,0,Sucrose,0.5,None,0,None,0,0.9,0.9,13.13,13.73,14.32,14.92,4.075273287,,,,,,10.081
505,poly-hIgG,Polyclonal,3,150,7.6,1,122,25.38,Histidine,6.1,13.5,None,0,None,0,None,0,None,0,0.9,0.9,3.1,3.09,3.17,3.25,1.79,,,,,,11.960
516,poly-hIgG,Polyclonal,3,150,7.6,1,213,25.50111111,Histidine,6.3,12,None,0,None,0,tween-80,0.05,None,0,0.9,0.9,17.64,18.08,14.44,14.25,4.712363192,,,,,,8.319
507,poly-hIgG,Polyclonal,3,150,7.6,1,246,25.0775,Histidine,6.3,11,None,0,None,0,None,0,None,0,0.9,0.9,50.85,52.59,54.33,48.92,10.46395863,,,,,,8.319
513,poly-hIgG,Polyclonal,3,150,7.6,1,207,24.963,Histidine,6.3,12,None,0,Sucrose,0.5,None,0,None,0,0.9,0.9,28.95,29.18,27.34,25.7,6.9844522,,,,,,8.319
630,Adalimumab,mAb_IgG1,3,148,8.7,0.3,206,25.352,Histidine,6.1,13.5,NaCl,76,Sucrose,0.2,tween-80,0.05,None,0,1,1,32.06,33.47,34.87,35.99,6.360255267,5.184,9.429,-1.991,5.040,3.048,22.912
631,Adalimumab,mAb_IgG1,3,148,8.7,0.3,206,25.32333333,Histidine,6.1,13.5,NaCl,76,Sucrose,0.2,tween-80,0.05,None,0,1,1,45.97,45.9,46.8,41.79,8.137937881,5.184,9.429,-1.991,5.040,3.048,22.912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,13.57142857,,,,,,,,,,
