ID,Protein,Conc_Level,Buffer,Pred_Viscosity_100,Pred_Viscosity_1000,Pred_Viscosity_10000,Pred_Viscosity_100000,Pred_Viscosity_15000000,Model_source_NaCl,Conc_in_range_NaCl,Model_source_Sucrose,Conc_in_range_Sucrose,Warnings,Model_source_tween_20,Conc_in_range_tween_20,Model_source_tween_80,Conc_in_range_tween_80,Model_source_Trehalose,Conc_in_range_Trehalose,Model_source_Arginine,Conc_in_range_Arginine,Model_source_Proline,Conc_in_range_Proline,Model_source_Lysine,Conc_in_range_Lysine
F168,Adalimumab,Low,Acetate_20mM,2.5518029999999996,2.2735655,2.0256659999999997,1.8047965,1.4038469999999998,,,class_inferred,True,"No model for ingredient='tween-80', protein='Adalimumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F169,Adalimumab,Low,Histidine_15mM,3.3026518648729835,2.7839202932602034,2.34666338334272,1.9780843036538753,1.3638473645167368,,,,,,,,,,,,,,,,,
F170,Adalimumab,Low,Histidine_15mM,2.230269,1.961357,1.724869,1.516895,1.146907,,,class_inferred,True,,,,,,,,,,,,,
F171,Adalimumab,Low,Histidine_15mM,2.84397,2.436286,2.0870445,1.787867,1.276762,,,class_inferred,True,"No model for ingredient='tween-80', protein='Adalimumab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F172,Adalimumab,Low,Histidine_15mM,2.230269,1.961357,1.724869,1.516895,1.146907,,,class_inferred,True,"No model for ingredient='tween-80', protein='Adalimumab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F173,Bevacizumab,High,Acetate_20mM,3.6063398359026575,3.188876126247356,2.8197372991070564,2.493329349024333,1.907714010666687,,,,,,,,,,,,,,,,,
F174,Bevacizumab,High,Histidine_15mM,3.6727723884540637,3.1920303705239,2.774214355993812,2.4110877402895734,1.776766276716937,,,,,,,,,,,,,,,,,
F175,Bevacizumab,Medium,Histidine_15mM,5.107676416508314,4.221602864677512,3.4892442852197596,2.8839343898987964,1.9051208434150184,,,,,,,,,,,,,,,,,
F176,Bevacizumab,Low,Histidine_15mM,2.230269,1.961357,1.724869,1.516895,1.146907,,,class_inferred,True,,,,,,,,,,,,,
F177,Bevacizumab,Low,Histidine_15mM,2.84397,2.436286,2.0870445,1.787867,1.276762,,,class_inferred,True,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='Histidine_15mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F178,Bevacizumab,Medium,Histidine_15mM,5.107676416508314,4.221602864677512,3.4892442852197596,2.8839343898987964,1.9051208434150184,,,,,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='Histidine_15mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F179,Bevacizumab,Low,Acetate_20mM,2.3408016473247684,2.0962670811246924,1.8772781027513337,1.6811660626654747,1.3223203251850948,,,,,,,,,,,,,,,,,
F180,Bevacizumab,Low,Acetate_20mM,2.939462,2.597096,2.294605,2.027347,1.548453,,,class_inferred,True,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F181,Bevacizumab,Low,Acetate_20mM,2.3408016473247684,2.0962670811246924,1.8772781027513337,1.6811660626654747,1.3223203251850948,,,,,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F182,Bevacizumab,Medium,Acetate_20mM,5.244576999999999,4.49257225,3.848395,3.2965855000000004,2.3539517500000002,,,global_average,True,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='Acetate_20mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F183,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F184,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F185,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F186,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F187,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F188,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F189,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F190,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F191,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F192,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F193,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F194,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,,,,,,,,,,
F195,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F196,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F197,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F198,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F199,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F200,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F201,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F202,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F203,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F204,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F205,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F206,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-20', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",no_model,False,,,,,,,,,,
F207,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F208,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F209,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F210,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F211,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F212,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F213,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F214,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F215,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F216,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F217,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F218,none,Medium,PBS_10mM,1.0,1.0,1.0,1.0,1.0,no_model,False,no_model,False,"No concentration boundaries found for 'none'; defaulting to 'Medium'.; No baseline found for protein='none', buffer='PBS_10mM', conc_level='Medium'.  Baseline set to 0 (1 cP); estimates will reflect ingredient effects only.; No model for ingredient='NaCl', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='Sucrose', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.; No model for ingredient='tween-80', protein='none', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F219,Pembrolizumab,High,Acetate_20mM,15.3646428123613,11.884706704422479,9.19294090823302,7.110832824407576,4.066420686430117,,,,,,,,,,,,,,,,,
F220,Bevacizumab,High,PBS_10mM,10.617169999999998,8.971366,7.580684000000001,6.405576000000001,4.439935,global_average,True,,,,,,,,,,,,,,,
F221,Bevacizumab,Low,PBS_10mM,1.847275705686784,1.7417147500905519,1.642189268346451,1.5483529969327503,1.362280456359914,global_average,True,global_average,True,,,,,,,,,,,,,
F222,Bevacizumab,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F223,Bevacizumab,Medium,PBS_10mM,3.451433,3.1150108,2.8113923999999995,2.5373772,2.029905,global_average,True,,,,,,,,,,,,,,,
F224,Bevacizumab,Medium,PBS_10mM,3.984907350442481,3.520868501373711,3.110883913866168,2.748654093916933,2.0995864708672873,global_average,True,global_average,True,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='PBS_10mM', conc_level='Medium'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F225,Bevacizumab,Low,PBS_10mM,2.189476851773403,2.0199350981472244,1.863523179418339,1.7192241168914333,1.4426625496204273,global_average,True,global_average,True,"No model for ingredient='tween-80', protein='Bevacizumab', buffer='PBS_10mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F226,Pembrolizumab,Low,Acetate_20mM,2.064171646614342,1.8812906918051966,1.7146149979037684,1.5627091886120996,1.27705458743236,,,global_average,True,"No model for ingredient='tween-80', protein='Pembrolizumab', buffer='Acetate_20mM', conc_level='Low'.  Ingredient effect assumed zero.",,,no_model,False,,,,,,,,
F227,Pembrolizumab,Medium,Acetate_20mM,3.353494303665677,2.8504640822427394,2.4228893054252127,2.0594515198118404,1.44596805932185,,,,,,,,,,,,,,,,,
