ID,Protein_type,Protein_class_type,kP,MW,PI_mean,PI_range,Protein_conc,Temperature,Buffer_type,Buffer_pH,Buffer_conc,Salt_type,Salt_conc,Stabilizer_type,Stabilizer_conc,Surfactant_type,Surfactant_conc,Excipient_type,Excipient_conc,C_Class,HCI,Viscosity_100,Viscosity_1000,Viscosity_10000,Viscosity_100000,Viscosity_15000000,Charge,ProtPi PI,Unnamed: 29,_conc_bin
217_p3conc_39.9_i3,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,39.8878,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.4958129675235996,1.4958129675235996,1.4253064863836906,1.4253064863836906,1.200429120316356,29.902,7.611,,
217_p3conc_40.9_i4,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,40.913,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.5999029241674074,1.540363119870877,1.50941045076677,1.4452285871237156,1.2766207668309029,29.902,7.611,,
217_p3conc_46.0_i5,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,45.9938,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.9130757699352212,1.6280454375680036,1.6280454375680036,1.3956665016041836,1.3956665016041836,29.902,7.611,,
217_p3conc_47.8_i6,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,47.7782,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.7332390873243517,1.7332390873243517,1.6708222331768587,1.4562585809053465,1.3983554840231387,29.902,7.611,,
217_p3conc_53.0_i7,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,53.0344,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.8958128061971313,1.8542499439025042,1.739002272708411,1.5036799875315217,1.379471811716141,29.902,7.611,,
217_p3conc_55.8_i8,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,55.7956,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.9753527767690109,1.7656383246356258,1.7656383246356258,1.6023154497183183,1.2401213473542503,29.902,7.611,,
217_p3conc_61.2_i9,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,61.1529,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.176869922479024,1.9933484498085787,1.9933484498085787,1.567427118295972,1.3808506087406893,29.902,7.611,,
217_p3conc_65.2_i10,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,65.1583,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.2727179365585988,1.959707711335175,1.8737643074070616,1.6943749956587153,1.4679615443909733,29.902,7.611,,
217_p3conc_70.5_i11,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,70.5141,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.3167570886234845,2.06540077842831,2.06540077842831,1.7042436018164877,1.4539637973518065,29.902,7.611,,
217_p3conc_76.1_i12,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,76.092,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.635230800382415,2.4875234042410357,2.337122942256537,2.0377286838819586,1.4942643675820848,29.902,7.611,,
217_p3conc_81.3_i13,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,81.3083,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.64968767611479,2.4780659912957073,2.4780659912957073,2.0896640401894313,1.5889675188058692,29.902,7.611,,
217_p3conc_88.9_i14,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,88.8606,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.314208085276603,2.711237496697509,2.711237496697509,2.127973485888039,1.6688474449771438,29.902,7.611,,
217_p3conc_93.8_i15,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,93.7549,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.504182797636857,2.955897974599777,2.642494071312323,2.228073395182432,1.920456238393214,29.902,7.611,,
217_p3conc_103.8_i16,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,103.7717,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.9192048645677247,3.3540532165452484,3.084091098293789,2.711411858424778,1.9998917090230903,29.902,7.611,,
217_p3conc_108.1_i17,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,108.107,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.700883385163868,3.476561700860551,3.423864221199944,2.6882858552661295,2.038055121788606,29.902,7.611,,
217_p3conc_121.2_i18,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,121.1848,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.536833750302941,3.9520843640150147,3.8027264607868827,2.931330472090525,2.364755232962258,29.902,7.611,,
217_p3conc_124.7_i19,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,124.6559,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,5.133790618381972,4.531632649615727,4.026731655404315,3.308411010069144,2.3848503251273194,29.902,7.611,,
217_p3conc_141.5_i20,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,141.5201,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,6.695266011847968,5.084886177900679,4.689816733740377,3.6895250697534725,2.906617594233449,29.902,7.611,,
217_p3conc_143.7_i21,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,143.7381,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,6.682130850025513,5.2432587791068155,5.086238198725628,4.106006128226349,2.8367293894174317,29.902,7.611,,
217_p3conc_165.3_i22,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,165.2677,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,9.780478938326366,6.440532248454136,6.405998956333874,4.525065682101232,3.4033352982868394,29.902,7.611,,
217_p3conc_165.7_i23,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,165.7414,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,9.597905159717488,7.450945405580997,6.138458833605939,4.962318470881677,3.341611546904784,29.902,7.611,,
217_p3conc_203.3_i24,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,203.3391,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,15.17006580797812,11.239357038774463,10.126537907496534,6.832760583515224,4.422555765866959,29.902,7.611,,
217_p3conc_214.2_i25,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,214.2323,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,19.693996429560574,12.441615472277816,11.782730893588404,7.272948225091451,4.880894315842936,29.902,7.611,,
217_p3conc_220.4_i26,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,220.3682,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,18.72205890472369,14.139384319189306,12.257135405954312,8.15257809833238,5.209977388607306,29.902,7.611,,
217_p3conc_225.7_i27,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,225.7091,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,21.202255096299762,15.14355594826973,13.278047796435208,8.536740368654161,4.791225163663708,29.902,7.611,,
217_p3conc_237.8_i28,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,237.8001,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,26.600193329226695,17.099062412695048,15.86422619024684,9.713147623234036,5.161347671894721,29.902,7.611,,
217_p3conc_250.5_i29,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,250.5394,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,29.852682006057393,20.557389390870554,18.55261023220524,12.15540772493868,6.605975683182091,29.902,7.611,,
217_p3conc_254.1_i30,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,254.102,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,32.61821675530264,20.375306807115063,19.074088162497247,11.744520745895139,6.430228190186994,29.902,7.611,,
217_p3conc_264.0_i31,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,263.9611,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,39.50308653156136,24.22779482017857,22.10636932664847,13.549178068074836,6.573268179558575,29.902,7.611,,
217_p3conc_278.1_i32,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,278.1019,27.5,Acetate,5.4,40.0,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,49.25784863390155,29.84715735029891,29.84715735029891,14.019246678803691,8.311109949471758,29.902,7.611,,
427_p3conc_1.0_i0,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,1.0,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9156275042479145,0.91,0.91,0.91,0.91,14.441,7.611,,
427_p3conc_37.5_i1,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,37.531,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.1214485073970057,2.1214485073970057,1.9854050401041308,1.8797586848373202,1.4324485831020488,14.441,7.611,,
427_p3conc_38.3_i2,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,38.3365,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.221240112599859,2.187026476896208,2.103957691777943,1.7499582040493382,1.543165999063317,14.441,7.611,,
427_p3conc_42.0_i3,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,41.9783,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.2751796562585866,2.2751796562585866,2.1662930095853086,2.0033646076317746,1.529259520237262,14.441,7.611,,
427_p3conc_47.0_i4,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,46.9525,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.740131590777981,2.6320696353619044,2.4439452304365847,2.022148089195857,1.706181334699536,14.441,7.611,,
427_p3conc_49.0_i5,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,48.9898,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.8559152960217893,2.8559152960217893,2.5798027726133856,2.322028922916097,1.631508947427486,14.441,7.611,,
427_p3conc_52.5_i6,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,52.5163,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.9257545543570327,2.9257545543570327,2.9257545543570327,2.413260879694275,1.7545578167139002,14.441,7.611,,
427_p3conc_58.7_i7,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,58.7392,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.540372080449638,3.451536283344223,3.3749823169878095,2.660519207415625,1.9134481216131194,14.441,7.611,,
427_p3conc_62.6_i8,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,62.6034,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.916033043634528,3.4944091833630138,3.4944091833630138,3.1546530535138144,1.9691566781369483,14.441,7.611,,
427_p3conc_65.7_i9,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,65.6995,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.917765358583173,3.917765358583173,3.7822314245792845,3.3755629620955556,2.1244395828674065,14.441,7.611,,
427_p3conc_73.5_i10,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,73.4847,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.728980425571867,4.6287043715715654,4.627760716574551,3.714285537275091,2.2939223172378025,14.441,7.611,,
427_p3conc_88.5_i11,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,88.5346,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.07309702208672,6.996028937395922,6.290927608253666,4.5495874692126375,2.9490996276389185,14.441,7.611,,
427_p3conc_91.9_i12,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,91.9319,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,8.058682466297984,8.058450345206655,7.168190182283844,5.556831279955808,2.8740881785010735,14.441,7.611,,
427_p3conc_98.0_i13,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,97.9797,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,8.869736551726671,8.869736551726671,6.999073539873489,5.785919556422258,2.9088546829965445,14.441,7.611,,
427_p3conc_102.8_i14,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,102.8253,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,9.921943631289794,9.921943631289794,8.462527558347839,6.247676588254204,3.3916680608318432,14.441,7.611,,
427_p3conc_108.4_i15,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,108.4321,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,11.377910892132473,11.092164601775135,9.039217109202685,7.22219939735034,3.627295881893991,14.441,7.611,,
427_p3conc_115.0_i16,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,115.0098,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,13.596933855695353,12.581845386175392,12.090665230534512,8.132601016414963,3.827203986430191,14.441,7.611,,
427_p3conc_120.0_i17,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,119.9999,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,13.96320164101808,13.834805028020396,11.86938811500927,8.851622021205504,4.507140852037403,14.441,7.611,,
427_p3conc_128.6_i18,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,128.6379,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,16.72642203164925,16.218433656507568,14.717678571925445,9.881599005228866,4.451617315324259,14.441,7.611,,
427_p3conc_132.8_i19,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,132.8018,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,20.02495371958306,18.986933532912566,16.629899495063597,11.710792109607596,5.22566688975587,14.441,7.611,,
427_p3conc_143.9_i20,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,143.8812,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,25.980846896098825,25.978033120982023,20.873534781044082,14.349921979862215,5.759620140114782,14.441,7.611,,
427_p3conc_147.0_i21,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,146.9694,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,27.80104984181982,26.641550889684765,24.167659897569262,15.442699754057273,5.76836493977664,14.441,7.611,,
427_p3conc_160.9_i22,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,160.9304,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,42.33762174593017,35.7910288483993,30.16071544636056,18.81153320398982,7.276215578640531,14.441,7.611,,
427_p3conc_162.6_i23,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,162.6485,25.0,Histidine,6.1,13.3,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,42.7636508486779,35.375683561667415,30.92667781233176,21.265639119168,6.85365394820362,14.441,7.611,,
422_p3conc_1.0_i0,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,1.0,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.9343918406866292,0.91,0.91,0.91,0.91,14.441,7.611,,
422_p3conc_37.4_i1,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,37.3723,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.334961541901837,1.9242560348867155,1.9242560348867155,1.9242560348867155,1.321826018091545,14.441,7.611,,
422_p3conc_37.6_i2,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,37.5966,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.221727652769852,2.098118168338087,2.098118168338087,1.8356341816199337,1.3160055780696678,14.441,7.611,,
422_p3conc_41.7_i3,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,41.7123,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.6369646689493322,2.301232061096476,2.230179815783558,1.9881986208437759,1.4544126786576013,14.441,7.611,,
422_p3conc_46.6_i4,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,46.5563,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.8938246433525108,2.755800150160562,2.5388671836536996,2.376633283693208,1.5087240568074516,14.441,7.611,,
422_p3conc_47.1_i5,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,47.1168,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.694887307964384,2.694887307964384,2.694887307964384,2.3783643868149826,1.4811666705874398,14.441,7.611,,
422_p3conc_52.0_i6,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,51.9629,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.4519217313289006,3.002757416446094,3.002757416446094,2.551622995106094,1.5145448758998163,14.441,7.611,,
422_p3conc_58.0_i7,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,57.9972,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,3.747754139506418,3.44331726366019,3.3716530570127214,3.177626913482996,1.7713366524076437,14.441,7.611,,
422_p3conc_59.0_i8,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,59.0478,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.118665978802926,3.410061339891355,3.340428264823672,3.17390582365163,1.800036230381991,14.441,7.611,,
422_p3conc_64.7_i9,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,64.7323,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,4.622372116392686,3.924444687524087,3.670725103025405,3.452461552561036,1.736914364265493,14.441,7.611,,
422_p3conc_80.6_i10,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,80.6399,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,6.787519712334076,6.184232249684439,5.568667203684398,4.474351308691521,2.0987007560687214,14.441,7.611,,
422_p3conc_82.3_i11,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,82.3467,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,7.216009499643733,6.209414536078057,5.886086396916469,5.340839696011709,2.2238925213268104,14.441,7.611,,
422_p3conc_90.0_i12,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,90.0045,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,8.518828572991916,7.556579547244897,6.46499579960267,5.653909804120673,2.297406050929768,14.441,7.611,,
422_p3conc_91.6_i13,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,91.6349,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,9.011653895751028,7.233282915449771,7.233282915449771,5.91031604287224,2.379701163537731,14.441,7.611,,
422_p3conc_100.5_i14,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,100.4565,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,11.365451034816386,8.719468448139486,8.452980679934537,8.204399240349787,2.8972176748519556,14.441,7.611,,
422_p3conc_102.0_i15,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,101.9708,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,10.410699082214247,9.38277135020332,8.972773804456494,6.932355650330283,2.967751489515773,14.441,7.611,,
422_p3conc_112.1_i16,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,112.1223,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,14.60234212299735,12.06867309881064,11.457493373589225,9.287619886401034,2.9009304608082136,14.441,7.611,,
422_p3conc_113.5_i17,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,113.4723,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,16.02408752464534,12.656169624945196,12.328632065230078,9.146539055327723,2.8185793205395258,14.441,7.611,,
422_p3conc_125.1_i18,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,125.1428,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,21.56478601304239,17.067180566483135,15.952738451964933,12.663449118642367,3.4754274149932507,14.441,7.611,,
422_p3conc_126.3_i19,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,126.2714,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,20.41253744690281,16.863968899218122,15.907229744193344,12.407102274299374,3.2309195564448783,14.441,7.611,,
422_p3conc_139.7_i20,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,139.6757,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,28.853283670324622,24.713678281837087,21.00465080670283,17.924010419092124,3.885842068295566,14.441,7.611,,
422_p3conc_140.5_i21,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,140.5141,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,30.104111086852175,22.565795772514335,20.581280467238248,15.833446104650763,4.537610496748436,14.441,7.611,,
422_p3conc_155.9_i22,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,155.896,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,42.99154668058909,32.73525886284264,30.321237795215254,22.422904257457247,5.0225398070597125,14.441,7.611,,
422_p3conc_156.4_i23,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,156.3634,25.0,Histidine,6.1,13.7,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,40.05973832841677,32.71250747871986,31.865896348481595,22.365587878921993,4.696615428181559,14.441,7.611,,
426_p3conc_1.0_i0,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,1.0,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,0.91,0.91,0.91,0.91,0.91,14.441,7.611,,
426_p3conc_33.2_i1,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,33.1608,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.2712095250830313,1.2712095250830313,1.2712095250830313,1.2369424869875727,1.2369424869875727,14.441,7.611,,
426_p3conc_36.7_i2,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,36.6546,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.3255398948528285,1.3255398948528285,1.3255398948528285,1.3255398948528285,1.3137669102190346,14.441,7.611,,
426_p3conc_40.5_i3,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,40.5166,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.457649389141246,1.457649389141246,1.3667934278539147,1.345203853886062,1.325819700313777,14.441,7.611,,
426_p3conc_44.8_i4,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,44.7856,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.4276096561938998,1.4276096561938998,1.4276096561938998,1.3819873598281562,1.3540453426659287,14.441,7.611,,
426_p3conc_54.7_i5,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,54.72,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.6978514946250636,1.6978514946250636,1.5554296365058617,1.5541843601972511,1.5541843601972511,14.441,7.611,,
426_p3conc_56.3_i6,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,56.308,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.7895559943689252,1.7895559943689252,1.5967394091258178,1.5954308192043107,1.4814854211971902,14.441,7.611,,
426_p3conc_60.5_i7,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,60.4853,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.9564709514653444,1.8958635585473425,1.8123730433159277,1.7308065612767536,1.6848234016966313,14.441,7.611,,
426_p3conc_64.7_i8,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,64.7059,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,1.84203694616488,1.8295461303955534,1.8295461303955534,1.8127683135007107,1.8127683135007107,14.441,7.611,,
426_p3conc_66.9_i9,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,66.8581,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.1134600223108873,1.990427924595111,1.6249560711839866,1.6249560711839866,1.6249560711839866,14.441,7.611,,
426_p3conc_73.9_i10,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,73.9023,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.186921987856456,2.186921987856456,1.8883538069987356,1.8715133991561121,1.8715133991561121,14.441,7.611,,
426_p3conc_74.4_i11,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,74.3562,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.018317706752252,2.018317706752252,1.8611695076707588,1.8611695076707588,1.8611695076707588,14.441,7.611,,
426_p3conc_81.7_i12,Pembrolizumab,mAb_IgG4,3.5,149,7.57,0.3,81.6887,25.0,Histidine,6.1,13.9,none,0.0,none,0.0,none,0.0,none,0.0,1.3,1.1,2.3673771124012166,2.3673771124012166,2.3251934817135433,2.184222158294406,2.09651383656039,14.441,7.611,,
